time, nusers, response_time, n_servers, global_load_avg, global_mem_util, avg_num_apps_per_server, entertainment_cpu, entertainment_mem, noverloadedservers, ndeferredsessions, nrejectedsessions, nabortedsessions, weighted_avg_CPU, weighted_avg_MEM, ac_w 
   1640.0, 410,     0.089, 8,    0.7174,    0.5068, 50,    0.0020,    0.0041, 0, 0, 0, 0,    0.7234,    0.5190, 0.1000 
   1660.0, 415,     0.097, 8,    0.7238,    0.5145, 50,    0.0020,    0.0041, 0, 0, 0, 0,    0.7146,    0.5269, 0.1000 
   1680.0, 420,     0.105, 8,    0.7375,    0.5205, 51,    0.0020,    0.0041, 0, 0, 0, 0,    0.7536,    0.5264, 0.1000 
   1700.0, 425,     0.107, 8,    0.7530,    0.5272, 51,    0.0020,    0.0041, 0, 0, 0, 0,    0.7761,    0.5424, 0.1000 
   1720.0, 430,     0.099, 8,    0.7502,    0.5316, 52,    0.0020,    0.0041, 0, 0, 0, 0,    0.7661,    0.5376, 0.1000 
   1740.0, 435,     0.103, 8,    0.7579,    0.5374, 52,    0.0020,    0.0041, 0, 0, 0, 0,    0.7606,    0.5398, 0.1000 
   1760.0, 440,     0.127, 8,    0.8067,    0.5432, 52,    0.0024,    0.0045, 0, 1, 0, 0,    0.8125,    0.5430, 0.9400 
   1780.0, 445,     0.133, 8,    0.8051,    0.5493, 52,    0.0009,    0.0045, 0, 0, 0, 0,    0.8030,    0.5493, 0.8300 
   1800.0, 450,     0.118, 8,    0.8003,    0.5539, 52,    0.0005,    0.0045, 0, 0, 0, 0,    0.8023,    0.5535, 0.7100 
   1820.0, 455,     0.120, 9,    0.7071,    0.4952, 46,    0.0005,    0.0045, 0, 0, 0, 0,    0.7159,    0.4938, 0.5900 
   1840.0, 460,     0.108, 9,    0.7035,    0.5007, 46,    0.0005,    0.0045, 0, 0, 0, 0,    0.7043,    0.4998, 0.5200 
   1860.0, 465,     0.130, 9,    0.7119,    0.5047, 46,    0.0005,    0.0045, 0, 0, 0, 0,    0.7075,    0.5068, 0.3600 
   1880.0, 470,     0.122, 10,    0.6537,    0.4822, 53,    0.0005,    0.0045, 0, 0, 0, 0,    0.6790,    0.4957, 0.1200 
   1900.0, 475,     0.113, 10,    0.6561,    0.4865, 53,    0.0005,    0.0045, 0, 0, 0, 0,    0.6589,    0.4945, 0.1000 
   1920.0, 480,     0.117, 10,    0.6651,    0.4898, 53,    0.0005,    0.0045, 0, 0, 0, 0,    0.6718,    0.4949, 0.1000 
   1940.0, 485,     0.109, 10,    0.6834,    0.4933, 53,    0.0005,    0.0045, 0, 0, 0, 0,    0.7160,    0.4976, 0.1000 
   1960.0, 490,     0.100, 10,    0.6862,    0.4977, 53,    0.0005,    0.0045, 0, 0, 0, 0,    0.6871,    0.5055, 0.1000 
   1980.0, 495,     0.103, 10,    0.6927,    0.5003, 53,    0.0005,    0.0045, 0, 0, 0, 0,    0.7000,    0.5023, 0.1000 
   2000.0, 500,     0.091, 10,    0.7093,    0.5057, 53,    0.0005,    0.0045, 0, 0, 0, 0,    0.7334,    0.5097, 0.1000 
   2020.0, 505,     0.098, 10,    0.7151,    0.5087, 53,    0.0005,    0.0045, 0, 0, 0, 0,    0.7312,    0.5152, 0.1000 
   2040.0, 510,     0.115, 10,    0.7215,    0.5125, 53,    0.0005,    0.0045, 0, 0, 0, 0,    0.7247,    0.5181, 0.1000 
   2060.0, 515,     0.100, 10,    0.7254,    0.5185, 54,    0.0005,    0.0045, 0, 0, 0, 0,    0.7209,    0.5247, 0.1000 
   2080.0, 520,     0.103, 10,    0.7309,    0.5240, 54,    0.0005,    0.0045, 0, 0, 0, 0,    0.7463,    0.5332, 0.1000 
   2100.0, 525,     0.102, 10,    0.7277,    0.5261, 54,    0.0005,    0.0045, 0, 0, 0, 0,    0.7300,    0.5290, 0.1000 
   2120.0, 530,     0.108, 10,    0.7581,    0.5317, 54,    0.0005,    0.0045, 0, 0, 0, 0,    0.7892,    0.5393, 0.1000 
   2140.0, 535,     0.130, 10,    0.7634,    0.5358, 54,    0.0005,    0.0045, 0, 0, 0, 0,    0.7682,    0.5390, 0.1000 
   2160.0, 540,     0.123, 10,    0.7712,    0.5392, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.7745,    0.5418, 0.1000 
   2180.0, 545,     0.122, 10,    0.7869,    0.5450, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.8138,    0.5507, 0.1000 
   2200.0, 550,     0.109, 10,    0.7833,    0.5497, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.7829,    0.5515, 0.1000 
   2220.0, 555,     0.118, 10,    0.7856,    0.5520, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.7852,    0.5533, 0.1000 
   2240.0, 560,     0.106, 10,    0.7698,    0.5582, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.7600,    0.5642, 0.1000 
   2260.0, 565,     0.124, 10,    0.7815,    0.5608, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.7888,    0.5629, 0.1000 
   2280.0, 570,     0.126, 10,    0.7878,    0.5666, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.7984,    0.5721, 0.1000 
   2300.0, 575,     0.113, 10,    0.8075,    0.5697, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.8458,    0.5693, 0.1000 
   2320.0, 580,     0.123, 10,    0.8088,    0.5722, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.8070,    0.5722, 0.1000 
   2340.0, 585,     0.135, 10,    0.8140,    0.5766, 55,    0.0005,    0.0045, 0, 0, 0, 0,    0.8125,    0.5769, 0.1000 
   2360.0, 590,     0.139, 11,    0.7488,    0.5282, 50,    0.0005,    0.0045, 0, 0, 0, 0,    0.7613,    0.5283, 0.1000 
   2380.0, 595,     0.137, 11,    0.7533,    0.5321, 50,    0.0005,    0.0045, 0, 0, 0, 0,    0.7530,    0.5339, 0.1000 
   2400.0, 600,     0.140, 11,    0.7553,    0.5374, 50,    0.0046,    0.0046, 0, 1, 0, 0,    0.7553,    0.5362, 0.9300 
   2420.0, 605,     0.142, 12,    0.7049,    0.5128, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.7060,    0.5108, 0.7700 
   2440.0, 610,     0.123, 12,    0.7006,    0.5175, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.7024,    0.5193, 0.5700 
   2460.0, 615,     0.129, 12,    0.7146,    0.5201, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.7082,    0.5169, 0.4400 
   2480.0, 620,     0.117, 13,    0.6656,    0.4837, 51,    0.0046,    0.0046, 0, 0, 0, 0,    0.6678,    0.4871, 0.2800 
   2500.0, 625,     0.107, 13,    0.6709,    0.4865, 51,    0.0046,    0.0046, 0, 0, 0, 0,    0.6750,    0.4852, 0.1500 
   2520.0, 630,     0.118, 13,    0.6813,    0.4892, 51,    0.0046,    0.0046, 0, 0, 0, 0,    0.6840,    0.4898, 0.1000 
   2540.0, 635,     0.094, 14,    0.6255,    0.4729, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.6283,    0.4766, 0.1000 
   2560.0, 640,     0.103, 14,    0.6412,    0.4752, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.6533,    0.4815, 0.1000 
   2580.0, 645,     0.101, 14,    0.6479,    0.4787, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.6537,    0.4845, 0.1000 
   2600.0, 650,     0.092, 14,    0.6656,    0.4825, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.6868,    0.4847, 0.1000 
   2620.0, 655,     0.100, 14,    0.6720,    0.4833, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.6732,    0.4848, 0.1000 
   2640.0, 660,     0.089, 14,    0.6678,    0.4877, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.6669,    0.4915, 0.1000 
   2660.0, 665,     0.089, 14,    0.6783,    0.4904, 55,    0.0046,    0.0046, 0, 0, 0, 0,    0.7039,    0.4932, 0.1000 
   2680.0, 670,     0.087, 14,    0.6802,    0.4943, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.6894,    0.4989, 0.1000 
   2700.0, 675,     0.089, 14,    0.6838,    0.4969, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.6862,    0.4977, 0.1000 
   2720.0, 680,     0.084, 14,    0.6878,    0.5000, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.6812,    0.5022, 0.1000 
   2740.0, 685,     0.094, 14,    0.6929,    0.5023, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.7068,    0.5049, 0.1000 
   2760.0, 690,     0.095, 14,    0.6966,    0.5060, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.7018,    0.5084, 0.1000 
   2780.0, 695,     0.092, 14,    0.6976,    0.5095, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.7025,    0.5124, 0.1000 
   2800.0, 700,     0.095, 14,    0.7114,    0.5101, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.7253,    0.5105, 0.1000 
   2820.0, 705,     0.096, 14,    0.7147,    0.5154, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.7215,    0.5188, 0.1000 
   2840.0, 710,     0.096, 14,    0.7239,    0.5178, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.7025,    0.5208, 0.1000 
   2860.0, 715,     0.103, 14,    0.7255,    0.5214, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.7266,    0.5234, 0.1000 
   2880.0, 720,     0.097, 14,    0.7219,    0.5240, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.7215,    0.5286, 0.1000 
   2900.0, 725,     0.108, 14,    0.7327,    0.5267, 56,    0.0046,    0.0046, 0, 0, 0, 0,    0.7614,    0.5287, 0.1000 
   2920.0, 730,     0.106, 14,    0.7456,    0.5295, 57,    0.0046,    0.0046, 0, 0, 0, 0,    0.7519,    0.5313, 0.1000 
   2940.0, 735,     0.104, 14,    0.7413,    0.5336, 57,    0.0046,    0.0046, 0, 0, 0, 0,    0.7381,    0.5397, 0.1000 
   2960.0, 740,     0.101, 14,    0.7358,    0.5377, 58,    0.0046,    0.0046, 0, 0, 0, 0,    0.7374,    0.5408, 0.1000 
   2980.0, 745,     0.110, 14,    0.7456,    0.5417, 58,    0.0046,    0.0046, 0, 0, 0, 0,    0.7504,    0.5437, 0.1000 
   3000.0, 750,     0.102, 14,    0.7384,    0.5428, 58,    0.0046,    0.0046, 0, 0, 0, 0,    0.7339,    0.5431, 0.1000 
   3020.0, 755,     0.107, 14,    0.7473,    0.5470, 58,    0.0046,    0.0046, 0, 0, 0, 0,    0.7411,    0.5507, 0.1000 
   3040.0, 760,     0.120, 14,    0.7602,    0.5495, 58,    0.0046,    0.0046, 0, 0, 0, 0,    0.7698,    0.5514, 0.1000 
   3060.0, 765,     0.116, 14,    0.7646,    0.5535, 58,    0.0046,    0.0046, 0, 0, 0, 0,    0.7716,    0.5580, 0.1000 
   3080.0, 770,     0.117, 14,    0.7903,    0.5568, 59,    0.0041,    0.0046, 0, 1, 0, 0,    0.7935,    0.5574, 0.6600 
   3100.0, 775,     0.116, 14,    0.7858,    0.5614, 59,    0.0021,    0.0046, 0, 0, 0, 0,    0.7808,    0.5625, 0.3400 
   3120.0, 780,     0.118, 14,    0.7830,    0.5639, 59,    0.0014,    0.0046, 0, 0, 0, 0,    0.7854,    0.5666, 0.1000 
   3140.0, 785,     0.122, 14,    0.7908,    0.5653, 59,    0.0014,    0.0046, 0, 0, 0, 0,    0.7988,    0.5669, 0.1000 
   3160.0, 790,     0.134, 14,    0.7970,    0.5696, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.8049,    0.5734, 0.1000 
   3180.0, 795,     0.131, 14,    0.8022,    0.5727, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.8054,    0.5772, 0.1000 
   3200.0, 800,     0.132, 14,    0.8084,    0.5779, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.8212,    0.5799, 0.1000 
   3220.0, 805,     0.138, 14,    0.8124,    0.5820, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.8160,    0.5870, 0.1000 
   3240.0, 810,     0.132, 14,    0.8132,    0.5824, 61,    0.0014,    0.0046, 0, 0, 0, 0,    0.8121,    0.5824, 0.1000 
   3260.0, 815,     0.134, 14,    0.8192,    0.5857, 61,    0.0014,    0.0046, 0, 0, 0, 0,    0.8441,    0.5891, 0.1000 
   3280.0, 820,     0.162, 14,    0.8201,    0.5908, 61,    0.0014,    0.0046, 0, 0, 0, 0,    0.8166,    0.5914, 0.1000 
   3300.0, 825,     0.130, 14,    0.8176,    0.5901, 61,    0.0014,    0.0046, 0, 0, 0, 0,    0.8118,    0.5908, 0.1000 
   3320.0, 830,     0.143, 15,    0.7590,    0.5571, 57,    0.0014,    0.0046, 0, 0, 0, 0,    0.7551,    0.5581, 0.1000 
   3340.0, 835,     0.141, 15,    0.7649,    0.5581, 57,    0.0014,    0.0046, 0, 0, 0, 0,    0.7637,    0.5591, 0.1000 
   3360.0, 840,     0.143, 15,    0.7689,    0.5612, 57,    0.0014,    0.0046, 0, 0, 0, 0,    0.7729,    0.5640, 0.1000 
   3380.0, 845,     0.146, 16,    0.7295,    0.5437, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7335,    0.5421, 0.1000 
   3400.0, 850,     0.137, 16,    0.7347,    0.5466, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7361,    0.5576, 0.1000 
   3420.0, 855,     0.149, 16,    0.7467,    0.5482, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7592,    0.5505, 0.1000 
   3440.0, 860,     0.129, 16,    0.7541,    0.5515, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7565,    0.5546, 0.1000 
   3460.0, 865,     0.112, 16,    0.7495,    0.5520, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7482,    0.5535, 0.1000 
   3480.0, 870,     0.109, 16,    0.7535,    0.5547, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7524,    0.5547, 0.1000 
   3500.0, 875,     0.114, 16,    0.7778,    0.5577, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.8129,    0.5597, 0.1000 
   3520.0, 880,     0.110, 16,    0.7693,    0.5609, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7770,    0.5632, 0.1000 
   3540.0, 885,     0.114, 16,    0.7685,    0.5637, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7695,    0.5678, 0.1000 
   3560.0, 890,     0.110, 16,    0.7772,    0.5661, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7710,    0.5667, 0.1000 
   3580.0, 895,     0.134, 16,    0.7849,    0.5686, 60,    0.0014,    0.0046, 0, 0, 0, 0,    0.7918,    0.5721, 0.1000 
   3600.0, 900,     0.133, 16,    0.7876,    0.5718, 61,    0.0014,    0.0046, 0, 0, 0, 0,    0.7905,    0.5748, 0.1000 
   3620.0, 905,     0.125, 16,    0.7831,    0.5729, 61,    0.0040,    0.0045, 0, 1, 0, 0,    0.7830,    0.5731, 0.5900 
   3640.0, 910,     0.126, 16,    0.7916,    0.5766, 61,    0.0019,    0.0045, 0, 0, 0, 0,    0.7934,    0.5780, 0.2300 
   3660.0, 915,     0.135, 16,    0.7968,    0.5784, 61,    0.0012,    0.0045, 0, 0, 0, 0,    0.8034,    0.5782, 0.1000 
   3680.0, 920,     0.135, 16,    0.8173,    0.5817, 61,    0.0012,    0.0045, 0, 0, 0, 0,    0.8189,    0.5845, 0.1000 
