time, nusers, response_time, n_servers, global_load_avg, global_mem_util, avg_num_apps_per_server, noverloadedservers, nrejectedsessions, nabortedsessions, weighted_avg_CPU, weighted_avg_MEM, ac_w 
    780.0, 195,     0.131, 4,    0.6698,    0.4543, 40, 0, 0, 0,    0.6812,    0.4987, 0.1000 
    800.0, 200,     0.106, 5,    0.5526,    0.3783, 41, 0, 0, 0,    0.5934,    0.4283, 0.1000 
    820.0, 205,     0.102, 5,    0.5791,    0.4071, 41, 0, 0, 0,    0.5712,    0.4029, 0.1000 
    840.0, 210,     0.119, 5,    0.5717,    0.4044, 41, 0, 0, 0,    0.5739,    0.4046, 0.1000 
    860.0, 215,     0.095, 5,    0.5979,    0.4172, 41, 0, 0, 0,    0.6122,    0.4165, 0.1000 
    880.0, 220,     0.116, 5,    0.6057,    0.4240, 41, 0, 0, 0,    0.6018,    0.4200, 0.1000 
    900.0, 225,     0.118, 5,    0.6060,    0.4294, 41, 0, 0, 0,    0.6040,    0.4287, 0.1000 
    920.0, 230,     0.102, 5,    0.6547,    0.4395, 41, 0, 0, 0,    0.6518,    0.4390, 0.1000 
    940.0, 235,     0.106, 5,    0.6600,    0.4446, 42, 0, 0, 0,    0.6526,    0.4386, 0.1000 
    960.0, 240,     0.098, 5,    0.6649,    0.4533, 42, 0, 0, 0,    0.6623,    0.4519, 0.1000 
    980.0, 245,     0.082, 5,    0.6859,    0.4637, 42, 0, 0, 0,    0.6806,    0.4638, 0.1000 
   1000.0, 250,     0.092, 5,    0.6861,    0.4723, 42, 0, 0, 0,    0.6819,    0.4672, 0.1000 
   1020.0, 255,     0.086, 5,    0.6817,    0.4755, 42, 0, 0, 0,    0.6828,    0.4748, 0.1000 
   1040.0, 260,     0.094, 5,    0.7174,    0.4909, 42, 0, 0, 0,    0.7138,    0.4904, 0.1000 
   1060.0, 265,     0.103, 5,    0.7347,    0.4970, 43, 0, 0, 0,    0.7255,    0.4924, 0.1000 
   1080.0, 270,     0.090, 5,    0.7294,    0.4998, 43, 0, 0, 0,    0.7301,    0.4996, 0.1000 
   1100.0, 275,     0.095, 5,    0.7255,    0.5153, 43, 0, 0, 0,    0.7272,    0.5141, 0.1000 
   1120.0, 280,     0.110, 5,    0.7420,    0.5231, 45, 0, 1, 0,    0.7420,    0.5231, 1.0000 
   1140.0, 285,     0.114, 5,    0.7472,    0.5255, 45, 0, 0, 0,    0.7478,    0.5276, 0.1000 
   1160.0, 290,     0.129, 5,    0.7872,    0.5437, 45, 0, 0, 0,    0.7719,    0.5425, 0.1000 
   1180.0, 295,     0.133, 5,    0.7898,    0.5489, 45, 0, 0, 0,    0.7831,    0.5428, 0.1000 
   1200.0, 300,     0.113, 5,    0.7906,    0.5583, 45, 0, 0, 0,    0.7880,    0.5571, 0.1000 
   1220.0, 305,     0.140, 5,    0.8319,    0.5748, 46, 0, 0, 0,    0.7896,    0.5586, 0.1000 
   1240.0, 310,     0.129, 5,    0.8279,    0.5668, 46, 0, 12, 0,    0.7941,    0.5598, 0.1000 
   1260.0, 315,     0.121, 5,    0.8186,    0.5535, 46, 0, 40, 0,    0.7966,    0.5592, 0.1000 
   1280.0, 320,     0.148, 6,    0.6954,    0.4554, 47, 0, 0, 0,    0.7048,    0.4776, 0.1000 
   1300.0, 325,     0.112, 6,    0.8072,    0.5787, 47, 0, 1, 0,    0.8072,    0.5787, 1.0000 
   1320.0, 330,     0.136, 6,    0.7993,    0.5722, 49, 0, 0, 0,    0.7948,    0.5744, 0.1000 
   1340.0, 335,     0.149, 6,    0.8211,    0.5925, 49, 0, 0, 0,    0.8002,    0.5761, 0.1000 
   1360.0, 340,     0.125, 6,    0.8159,    0.5937, 49, 0, 0, 0,    0.8018,    0.5772, 0.1000 
   1380.0, 345,     0.124, 6,    0.8117,    0.5936, 49, 0, 0, 0,    0.8028,    0.5788, 0.1000 
   1400.0, 350,     0.167, 7,    0.7530,    0.5240, 42, 0, 0, 0,    0.8028,    0.5788, 0.1000 
   1420.0, 355,     0.161, 7,    0.7393,    0.5217, 42, 0, 8, 0,    0.8081,    0.6127, 0.1000 
   1440.0, 360,     0.159, 7,    0.7235,    0.5196, 42, 0, 19, 0,    0.7997,    0.6034, 0.1000 
   1460.0, 365,     0.176, 8,    0.6228,    0.4726, 49, 0, 0, 0,    0.6426,    0.4956, 0.1000 
   1480.0, 370,     0.154, 8,    0.6695,    0.5251, 49, 0, 0, 0,    0.6493,    0.5090, 0.1000 
   1500.0, 375,     0.153, 8,    0.6702,    0.5221, 49, 0, 0, 0,    0.6681,    0.5214, 0.1000 
   1520.0, 380,     0.127, 8,    0.6831,    0.5305, 49, 0, 0, 0,    0.6810,    0.5299, 0.1000 
   1540.0, 385,     0.135, 8,    0.6945,    0.5375, 49, 0, 0, 0,    0.6897,    0.5328, 0.1000 
   1560.0, 390,     0.122, 8,    0.6953,    0.5370, 49, 0, 0, 0,    0.6950,    0.5374, 0.1000 
   1580.0, 395,     0.110, 8,    0.7035,    0.5470, 49, 0, 0, 0,    0.7055,    0.5460, 0.1000 
   1600.0, 400,     0.111, 8,    0.7164,    0.5550, 50, 0, 0, 0,    0.7121,    0.5512, 0.1000 
   1620.0, 405,     0.111, 8,    0.7181,    0.5550, 50, 0, 0, 0,    0.7170,    0.5554, 0.1000 
   1640.0, 410,     0.119, 8,    0.7465,    0.5607, 50, 0, 0, 0,    0.7404,    0.5603, 0.1000 
   1660.0, 415,     0.121, 8,    0.7536,    0.5644, 50, 0, 0, 0,    0.7490,    0.5608, 0.1000 
   1680.0, 420,     0.118, 8,    0.7526,    0.5688, 50, 0, 0, 0,    0.7541,    0.5687, 0.1000 
   1700.0, 425,     0.109, 8,    0.7368,    0.5782, 50, 0, 0, 0,    0.7319,    0.5784, 0.1000 
   1720.0, 430,     0.122, 8,    0.7533,    0.5817, 50, 0, 0, 0,    0.7478,    0.5773, 0.1000 
   1740.0, 435,     0.118, 8,    0.7592,    0.5856, 50, 0, 0, 0,    0.7571,    0.5855, 0.1000 
   1760.0, 440,     0.126, 8,    0.8032,    0.5927, 50, 0, 0, 0,    0.8096,    0.5925, 0.1000 
   1780.0, 445,     0.125, 8,    0.7991,    0.5958, 50, 0, 0, 0,    0.7971,    0.5932, 0.1000 
   1800.0, 450,     0.125, 8,    0.7977,    0.5923, 51, 0, 0, 0,    0.7994,    0.5926, 0.1000 
   1820.0, 455,     0.143, 8,    0.8137,    0.6077, 51, 0, 0, 0,    0.8086,    0.6061, 0.1000 
   1840.0, 460,     0.124, 8,    0.8114,    0.6084, 51, 0, 0, 0,    0.8127,    0.6048, 0.1000 
   1860.0, 465,     0.150, 8,    0.8175,    0.6131, 51, 0, 0, 0,    0.8171,    0.6125, 0.1000 
   1880.0, 470,     0.153, 8,    0.8429,    0.6244, 51, 0, 0, 0,    0.8227,    0.6143, 0.1000 
   1900.0, 475,     0.149, 8,    0.8306,    0.6287, 51, 0, 0, 0,    0.8232,    0.6149, 0.1000 
   1920.0, 480,     0.153, 8,    0.8332,    0.6281, 51, 0, 10, 0,    0.8242,    0.6162, 0.1000 
   1940.0, 485,     0.177, 9,    0.7575,    0.5604, 45, 0, 0, 0,    0.8242,    0.6162, 0.1000 
   1960.0, 490,     0.191, 9,    0.7551,    0.5613, 45, 0, 28, 0,    0.8239,    0.6379, 0.1000 
   1980.0, 495,     0.185, 9,    0.7491,    0.5569, 45, 0, 65, 0,    0.8164,    0.6298, 0.1000 
   2000.0, 500,     0.154, 10,    0.6491,    0.4948, 46, 0, 0, 0,    0.6790,    0.5171, 0.1000 
   2020.0, 505,     0.168, 10,    0.7517,    0.6021, 51, 1, 0, 0,    0.7177,    0.5666, 0.1000 
   2040.0, 510,     0.184, 10,    0.7569,    0.5998, 51, 1, 0, 0,    0.7520,    0.5960, 0.1000 
   2060.0, 515,     0.166, 10,    0.7700,    0.6192, 51, 1, 0, 0,    0.7744,    0.6169, 0.1000 
   2080.0, 520,     0.194, 10,    0.7776,    0.6235, 51, 1, 0, 0,    0.7733,    0.6206, 0.1000 
   2100.0, 525,     0.205, 10,    0.7767,    0.6244, 51, 1, 0, 0,    0.7766,    0.6247, 0.1000 
   2120.0, 530,     0.161, 10,    0.7947,    0.6302, 51, 1, 0, 0,    0.7888,    0.6303, 0.1000 
   2140.0, 535,     0.164, 10,    0.8021,    0.6292, 52, 1, 0, 0,    0.7979,    0.6284, 0.1000 
   2160.0, 540,     0.125, 10,    0.7988,    0.6249, 52, 0, 0, 0,    0.7993,    0.6269, 0.1000 
   2180.0, 545,     0.162, 10,    0.8058,    0.6401, 52, 0, 0, 0,    0.8115,    0.6392, 0.1000 
   2200.0, 550,     0.175, 10,    0.8105,    0.6461, 52, 0, 0, 0,    0.8094,    0.6435, 0.1000 
   2220.0, 555,     0.161, 10,    0.8078,    0.6405, 52, 0, 0, 0,    0.8089,    0.6414, 0.1000 
   2240.0, 560,     0.171, 10,    0.8202,    0.6542, 52, 0, 0, 0,    0.8084,    0.6531, 0.1000 
   2260.0, 565,     0.186, 10,    0.8292,    0.6555, 52, 0, 0, 0,    0.8235,    0.6527, 0.1000 
   2280.0, 570,     0.168, 10,    0.8301,    0.6571, 52, 0, 0, 0,    0.8290,    0.6567, 0.1000 
   2300.0, 575,     0.177, 10,    0.8483,    0.6643, 52, 0, 0, 0,    0.8321,    0.6579, 0.1000 
   2320.0, 580,     0.163, 10,    0.8427,    0.6660, 52, 0, 0, 0,    0.8333,    0.6579, 0.1000 
   2340.0, 585,     0.153, 10,    0.8430,    0.6640, 52, 0, 0, 0,    0.8342,    0.6585, 0.1000 
   2360.0, 590,     0.182, 11,    0.7798,    0.6165, 48, 0, 0, 0,    0.8342,    0.6585, 0.1000 
   2380.0, 595,     0.164, 11,    0.7781,    0.6201, 48, 0, 0, 0,    0.8326,    0.6727, 0.1000 
   2400.0, 600,     0.217, 11,    0.7802,    0.6207, 48, 0, 0, 0,    0.8273,    0.6675, 0.1000 
   2420.0, 605,     0.241, 12,    0.7386,    0.5777, 48, 1, 0, 0,    0.8259,    0.6756, 0.1000 
   2440.0, 610,     0.210, 12,    0.7489,    0.5916, 48, 0, 0, 0,    0.8163,    0.6652, 0.1000 
   2460.0, 615,     0.201, 12,    0.7424,    0.5886, 48, 0, 0, 0,    0.8089,    0.6575, 0.1000 
   2480.0, 620,     0.197, 13,    0.6991,    0.5457, 48, 1, 0, 0,    0.7243,    0.5667, 0.1000 
   2500.0, 625,     0.180, 13,    0.7206,    0.5722, 53, 0, 0, 0,    0.7229,    0.5639, 0.1000 
   2520.0, 630,     0.152, 13,    0.7077,    0.5669, 53, 0, 0, 0,    0.7127,    0.5667, 0.1000 
   2540.0, 635,     0.154, 13,    0.7241,    0.5751, 53, 0, 0, 0,    0.7305,    0.5748, 0.1000 
   2560.0, 640,     0.144, 13,    0.7223,    0.5782, 53, 0, 0, 0,    0.7221,    0.5755, 0.1000 
   2580.0, 645,     0.135, 13,    0.7233,    0.5764, 53, 0, 0, 0,    0.7236,    0.5778, 0.1000 
   2600.0, 650,     0.143, 13,    0.7503,    0.5831, 53, 0, 0, 0,    0.7361,    0.5835, 0.1000 
   2620.0, 655,     0.120, 13,    0.7412,    0.5886, 53, 0, 0, 0,    0.7420,    0.5850, 0.1000 
   2640.0, 660,     0.122, 13,    0.7387,    0.5850, 53, 0, 0, 0,    0.7393,    0.5854, 0.1000 
   2660.0, 665,     0.140, 13,    0.7640,    0.5931, 53, 0, 0, 0,    0.7615,    0.5936, 0.1000 
   2680.0, 670,     0.136, 13,    0.7583,    0.5939, 53, 0, 0, 0,    0.7603,    0.5920, 0.1000 
   2700.0, 675,     0.154, 13,    0.7540,    0.5913, 54, 0, 0, 0,    0.7560,    0.5925, 0.1000 
   2720.0, 680,     0.135, 13,    0.7617,    0.6041, 54, 0, 0, 0,    0.7615,    0.6042, 0.1000 
   2740.0, 685,     0.163, 13,    0.7721,    0.6060, 55, 0, 0, 0,    0.7703,    0.6022, 0.1000 
   2760.0, 690,     0.141, 13,    0.7736,    0.6084, 55, 0, 0, 0,    0.7718,    0.6081, 0.1000 
   2780.0, 695,     0.151, 13,    0.7926,    0.6162, 55, 0, 0, 0,    0.7934,    0.6157, 0.1000 
   2800.0, 700,     0.149, 13,    0.7977,    0.6188, 55, 0, 0, 0,    0.7950,    0.6148, 0.1000 
   2820.0, 705,     0.137, 13,    0.7936,    0.6192, 55, 0, 0, 0,    0.7952,    0.6201, 0.1000 
   2840.0, 710,     0.116, 13,    0.7892,    0.6238, 55, 0, 0, 0,    0.7955,    0.6206, 0.1000 
   2860.0, 715,     0.153, 13,    0.8057,    0.6263, 55, 0, 1, 0,    0.7950,    0.6202, 0.1000 
   2880.0, 720,     0.139, 13,    0.8036,    0.6255, 55, 0, 2, 0,    0.7959,    0.6207, 0.1000 
   2900.0, 725,     0.152, 14,    0.7554,    0.5900, 51, 0, 0, 0,    0.7959,    0.6207, 0.1000 
   2920.0, 730,     0.166, 14,    0.7477,    0.5902, 51, 0, 0, 0,    0.7972,    0.6342, 0.1000 
   2940.0, 735,     0.156, 14,    0.7549,    0.5896, 51, 0, 0, 0,    0.7929,    0.6297, 0.1000 
   2960.0, 740,     0.166, 15,    0.7127,    0.5617, 52, 0, 0, 0,    0.7308,    0.5738, 0.1000 
   2980.0, 745,     0.161, 15,    0.7326,    0.5736, 56, 0, 0, 0,    0.7251,    0.5706, 0.1000 
   3000.0, 750,     0.147, 15,    0.7286,    0.5643, 56, 0, 0, 0,    0.7288,    0.5662, 0.1000 
   3020.0, 755,     0.145, 15,    0.7400,    0.5817, 56, 0, 0, 0,    0.7396,    0.5801, 0.1000 
   3040.0, 760,     0.133, 15,    0.7357,    0.5847, 56, 0, 0, 0,    0.7372,    0.5816, 0.1000 
   3060.0, 765,     0.117, 15,    0.7359,    0.5843, 56, 0, 0, 0,    0.7357,    0.5851, 0.1000 
   3080.0, 770,     0.153, 15,    0.7513,    0.5917, 56, 0, 0, 0,    0.7551,    0.5922, 0.1000 
   3100.0, 775,     0.127, 15,    0.7594,    0.5919, 56, 0, 0, 0,    0.7543,    0.5893, 0.1000 
   3120.0, 780,     0.142, 15,    0.7561,    0.5910, 56, 0, 0, 0,    0.7556,    0.5918, 0.1000 
   3140.0, 785,     0.140, 15,    0.7852,    0.5999, 56, 0, 0, 0,    0.7805,    0.6000, 0.1000 
   3160.0, 790,     0.127, 15,    0.7805,    0.6010, 56, 0, 0, 0,    0.7821,    0.5979, 0.1000 
   3180.0, 795,     0.126, 15,    0.7801,    0.6006, 56, 0, 0, 0,    0.7795,    0.6014, 0.1000 
   3200.0, 800,     0.131, 15,    0.7937,    0.6057, 56, 0, 0, 0,    0.7972,    0.6065, 0.1000 
   3220.0, 805,     0.126, 15,    0.7904,    0.6095, 57, 0, 0, 0,    0.7904,    0.6058, 0.1000 
   3240.0, 810,     0.147, 15,    0.7957,    0.6108, 57, 0, 0, 0,    0.7944,    0.6111, 0.1000 
   3260.0, 815,     0.152, 15,    0.8191,    0.6164, 57, 0, 0, 0,    0.8118,    0.6166, 0.1000 
   3280.0, 820,     0.144, 15,    0.8059,    0.6191, 58, 0, 0, 0,    0.8065,    0.6149, 0.1000 
   3300.0, 825,     0.140, 15,    0.8013,    0.6190, 58, 0, 0, 0,    0.8024,    0.6199, 0.1000 
   3320.0, 830,     0.162, 15,    0.8088,    0.6279, 58, 0, 0, 0,    0.8152,    0.6283, 0.1000 
   3340.0, 835,     0.160, 15,    0.8127,    0.6251, 58, 0, 0, 0,    0.8122,    0.6240, 0.1000 
   3360.0, 840,     0.156, 15,    0.8082,    0.6236, 58, 0, 0, 0,    0.8092,    0.6248, 0.1000 
   3380.0, 845,     0.164, 15,    0.8137,    0.6332, 58, 0, 0, 0,    0.8081,    0.6331, 0.1000 
   3400.0, 850,     0.190, 15,    0.8145,    0.6346, 58, 0, 0, 0,    0.8126,    0.6321, 0.1000 
   3420.0, 855,     0.186, 15,    0.8058,    0.6362, 58, 0, 0, 0,    0.8077,    0.6368, 0.1000 
   3440.0, 860,     0.187, 15,    0.8125,    0.6429, 58, 0, 0, 0,    0.8137,    0.6434, 0.1000 
   3460.0, 865,     0.207, 15,    0.8218,    0.6462, 59, 0, 0, 0,    0.8162,    0.6434, 0.1000 
   3480.0, 870,     0.188, 15,    0.8236,    0.6452, 59, 0, 0, 0,    0.8226,    0.6456, 0.1000 
   3500.0, 875,     0.193, 15,    0.8453,    0.6506, 59, 1, 0, 0,    0.8436,    0.6511, 0.1000 
   3520.0, 880,     0.191, 15,    0.8362,    0.6545, 60, 0, 0, 0,    0.8390,    0.6511, 0.1000 
   3540.0, 885,     0.172, 15,    0.8378,    0.6497, 60, 0, 0, 0,    0.8377,    0.6511, 0.1000 
   3560.0, 890,     0.208, 15,    0.8397,    0.6638, 60, 1, 0, 0,    0.8414,    0.6528, 0.1000 
   3580.0, 895,     0.196, 15,    0.8427,    0.6662, 60, 1, 0, 0,    0.8415,    0.6535, 0.1000 
   3600.0, 900,     0.196, 15,    0.8443,    0.6643, 60, 0, 0, 0,    0.8418,    0.6546, 0.1000 
   3620.0, 905,     0.210, 16,    0.7974,    0.6288, 56, 1, 0, 0,    0.8418,    0.6546, 0.1000 
   3640.0, 910,     0.230, 16,    0.7947,    0.6296, 56, 0, 0, 0,    0.8399,    0.6644, 0.1000 
   3660.0, 915,     0.223, 16,    0.7965,    0.6281, 56, 0, 1, 0,    0.8355,    0.6607, 0.1000 
   3680.0, 920,     0.265, 17,    0.7423,    0.5976, 56, 1, 0, 0,    0.7534,    0.6096, 0.1000 
   3700.0, 925,     0.258, 17,    0.7740,    0.6135, 60, 1, 0, 0,    0.7638,    0.6072, 0.1000 
   3720.0, 930,     0.266, 17,    0.7699,    0.6056, 60, 1, 0, 0,    0.7712,    0.6063, 0.1000 
   3740.0, 935,     0.239, 17,    0.7712,    0.6216, 60, 1, 0, 0,    0.7724,    0.6201, 0.1000 
   3760.0, 940,     0.208, 17,    0.7739,    0.6216, 60, 1, 0, 0,    0.7698,    0.6200, 0.1000 
   3780.0, 945,     0.187, 17,    0.7725,    0.6187, 60, 1, 0, 0,    0.7722,    0.6194, 0.1000 
   3800.0, 950,     0.217, 17,    0.7936,    0.6265, 60, 2, 0, 0,    0.7862,    0.6269, 0.1000 
   3820.0, 955,     0.199, 17,    0.7977,    0.6301, 60, 2, 0, 0,    0.7962,    0.6270, 0.1000 
   3840.0, 960,     0.202, 17,    0.8026,    0.6279, 60, 2, 0, 0,    0.8010,    0.6287, 0.1000 
   3860.0, 965,     0.196, 17,    0.8035,    0.6344, 60, 2, 0, 0,    0.8015,    0.6342, 0.1000 
   3880.0, 970,     0.208, 17,    0.8095,    0.6371, 60, 2, 0, 0,    0.8094,    0.6344, 0.1000 
   3900.0, 975,     0.197, 17,    0.8048,    0.6353, 60, 2, 0, 0,    0.8071,    0.6363, 0.1000 
   3920.0, 980,     0.204, 17,    0.8130,    0.6419, 60, 1, 0, 0,    0.8060,    0.6422, 0.1000 
   3940.0, 985,     0.201, 17,    0.8110,    0.6436, 60, 1, 0, 0,    0.8092,    0.6419, 0.1000 
   3960.0, 990,     0.200, 17,    0.8141,    0.6420, 60, 1, 0, 0,    0.8124,    0.6428, 0.1000 
   3980.0, 995,     0.226, 17,    0.8231,    0.6492, 60, 2, 0, 0,    0.8219,    0.6490, 0.1000 
   4000.0, 1000,     0.195, 17,    0.8236,    0.6504, 60, 1, 0, 0,    0.8238,    0.6478, 0.1000 
   4000.0, 1000,     0.195, 17,    0.8236,    0.6504, 60, 1, 0, 0,    0.8238,    0.6478, 0.1000 
   4010.0, 1000,     0.201, 17,    0.8265,    0.6486, 60, 1, 0, 0,    0.8244,    0.6491, 0.1000 
   4020.0, 1000,     0.216, 17,    0.8261,    0.6446, 60, 1, 0, 0,    0.8261,    0.6470, 0.1000 
   4030.0, 1000,     0.219, 17,    0.8390,    0.6529, 60, 1, 0, 0,    0.8329,    0.6518, 0.1000 
   4040.0, 1000,     0.212, 17,    0.8330,    0.6486, 60, 1, 0, 0,    0.8329,    0.6499, 0.1000 
   4050.0, 1000,     0.220, 17,    0.8331,    0.6475, 60, 1, 0, 0,    0.8337,    0.6485, 0.1000 
   4060.0, 1000,     0.195, 17,    0.8307,    0.6534, 60, 1, 0, 0,    0.8325,    0.6527, 0.1000 
   4070.0, 1000,     0.229, 17,    0.8333,    0.6498, 60, 1, 0, 0,    0.8320,    0.6515, 0.1000 
   4080.0, 1000,     0.223, 17,    0.8305,    0.6436, 60, 1, 0, 0,    0.8313,    0.6461, 0.1000 
   4090.0, 1000,     0.245, 17,    0.8499,    0.6569, 60, 2, 0, 0,    0.8404,    0.6529, 0.1000 
   4100.0, 1000,     0.212, 17,    0.8336,    0.6544, 60, 1, 0, 0,    0.8366,    0.6531, 0.1000 
   4110.0, 1000,     0.197, 17,    0.8295,    0.6490, 60, 0, 0, 0,    0.8329,    0.6508, 0.1000 
   4120.0, 1000,     0.183, 17,    0.8269,    0.6535, 60, 0, 0, 0,    0.8287,    0.6529, 0.1000 
   4130.0, 1000,     0.181, 17,    0.8276,    0.6519, 60, 0, 0, 0,    0.8280,    0.6530, 0.1000 
   4140.0, 1000,     0.190, 17,    0.8282,    0.6488, 60, 0, 0, 0,    0.8284,    0.6510, 0.1000 
   4150.0, 1000,     0.198, 17,    0.8270,    0.6562, 60, 1, 0, 0,    0.8327,    0.6520, 0.1000 
   4160.0, 1000,     0.208, 17,    0.8268,    0.6523, 60, 1, 0, 0,    0.8327,    0.6520, 0.1000 
   4170.0, 1000,     0.190, 17,    0.8257,    0.6471, 60, 1, 0, 0,    0.8320,    0.6515, 0.1000 
   4180.0, 1000,     0.214, 17,    0.8286,    0.6542, 60, 1, 0, 0,    0.8320,    0.6515, 0.1000 
   4190.0, 1000,     0.190, 17,    0.8310,    0.6517, 60, 1, 0, 0,    0.8320,    0.6515, 0.1000 
   4200.0, 1000,     0.180, 17,    0.8264,    0.6491, 60, 1, 0, 0,    0.8315,    0.6512, 0.1000 
   4210.0, 1000,     0.212, 18,    0.7814,    0.6211, 57, 1, 0, 0,    0.8315,    0.6512, 0.1000 
   4220.0, 1000,     0.159, 18,    0.7749,    0.6150, 57, 0, 0, 0,    0.8315,    0.6512, 0.1000 
   4230.0, 1000,     0.195, 18,    0.7740,    0.6097, 57, 0, 0, 0,    0.8286,    0.6590, 0.1000 
   4240.0, 1000,     0.184, 18,    0.7770,    0.6192, 57, 0, 0, 0,    0.8286,    0.6590, 0.1000 
   4250.0, 1000,     0.209, 18,    0.7813,    0.6146, 57, 0, 0, 0,    0.8286,    0.6590, 0.1000 
   4260.0, 1000,     0.216, 18,    0.7841,    0.6114, 57, 0, 0, 0,    0.8242,    0.6542, 0.1000 
   4270.0, 1000,     0.199, 19,    0.7354,    0.5854, 57, 1, 0, 0,    0.7733,    0.6169, 0.1000 
   4280.0, 1000,     0.202, 19,    0.7412,    0.5838, 57, 0, 0, 0,    0.7533,    0.5949, 0.1000 
   4290.0, 1000,     0.197, 19,    0.7427,    0.5785, 60, 0, 0, 0,    0.7456,    0.5840, 0.1000 
